Type;Cote;Disponibilité;Fond;Titre;Auteur;Date;Édition;Tome;Thème général;Thème particulier;Résumé;Recollage
Livre;FL 944 044 DAR;Empruntable;Local;L'Ouest dans la tourmente;DARMAING A.;1979;1;;Géographie et Histoire;Terreur 1793-1794;Ce livre retrace les bouleversements vécus dans l’Ouest de la France pendant la Révolution, entre révoltes populaires et violences politiques. Il met en lumière les tensions entre Républicains et Royalistes, notamment à travers la guerre de Vendée. L’auteur analyse les causes profondes de cette fracture régionale et ses conséquences durables.;
Livre;FL 944 081 CHA;Empruntable;Local;Les Deux-Sèvres dans la guerre 1939-1945;CHAUMET Michel;2004;2;;Géographie et Histoire;3e République 1870-1945;Ce livre, illustré par de nombreuses photos et une abondante documentation, retrace concrètement la vie des habitants des Deux-Sèvres pendant la période de guerre entre 1939 et 1945 : la mobilisation, l'accueil des réfugiés, l'occupation allemande, le marché noir, la traque des juifs, la Résistance et la Libération.;
Livre;FL 944 CHI;Empruntable;Local;Voyage à travers l'histoire des Deux-Sèvres;CHIRON Jean - PASQUEREAU Claude;1982;1;;Géographie et Histoire;Histoire de France;Les auteurs, deux instituteurs, décident de mieux faire connaître aux enfants l'histoire des Deux-Sèvres. Ils abordent chronologiquement les différentes périodes et évènements qui ont marqué le département : la Préhistoire, les Gaulois et Gallo-Romains, les premiers Chrétiens, les Arabes, les Vikings et Normands, le Moyen Âge, la Renaissance, les guerres de Religion, les guerres de Vendée, le XIXe siècle, René Caillé, les guerres de 1870, 1914-1918 et 1939-1945.;
Livre;FL 944 18 Enq;Empruntable;Local;Enquêtes et documents;Université de Nantes;1971;1;;Géographie et Histoire;Histoire Maine et Loire;"Tome: I - Ouvrage édité par le Centre de Recherches sur l’Histoire de la France Atlantique -
Université de Nantes
- Une pendeloque gallo-romaine par Louis Richard.
- Cahiers de doléances de la noblesse des gouvernements d’Orléanais, de Normandie et de Bretagne pour les Etats généraux de 1614 par Yves Durand.
- Trois documents d’histoire antillaise (1786-1808) par Gabriel Debien.
- Enquête sur les districts de Cholet et de Beaupreau (1788) par Philippe Bossis.
- Les vocations religieuses de femmes dans le diocèse de Nantes au XIXe siècle par Marcus Fougeras.
- Nantes et la Réunion au temps du Second Empire par Jacques Ferrain.
.";
Livre;944 591 His;Empruntable;Autre;Histoire des communes du Puy-de-Dôme;Manry AG;1991;1;;Géographie et Histoire;Histoire Puy-de-Dôme;"""L'HISTOIRE DES COMMUNES DU PUY-DE-DOME retrace dans le détail, le passé des 470 communes du département. Plus qu'un inventaire des richesses connues, méconnues et innombrables des communes, c'est une étude exhaustive, et jamais réalisée dans cette ampleur sur le Puy-de-Dôme, que ses visages géologiques, géographiques, historiques et démographiques ont modelé pour y constituer une entité comparable à aucune autre région de France.""";
Livre;FL 944 6 MOR;Empruntable;Local;MARI & FEMME AUTREFOIS EN POITOU;MORIN Nicole;1982;1;;Géographie et Histoire;Histoire Ouest de la France;L'auteur étudie dans cet ouvrage ce qu'était autrefois la vie du couple - La norme : les symboles sexuels du costume, image traditionnelle de la femme mariée - Les réalités : mari et femme dans le foyer, vie domestique, mari et femme dans la société du village et au marché - Le couple : le cadre de vie, après la mort, veuvage - Vie affective : domination masculine ? soumission féminine ? Fidélité conjugale et sexualité conjugale - D'hier à aujourd'hui : les paysannes pendant la Seconde Guerre mondiale. Ce livre est illustré par d'anciennes photos.;
Livre;FL 944 18 LEV;Empruntable;Local;Visages de la Touraine;LEVEEL Pierre;1951;2;;Géographie et Histoire;Histoire Maine et Loire;"Collection ""Provinciales"" - La Touraine : géographie humaine, histoire, art, vie littéraire et intellectuelle.";
Livre;944 17 RAI;Sur Place;Autre;Sablé et son joyau l'abbaye de Solesmes, les grottes de Saulges;RAIMBAULT R.N.;????;1;;Géographie et Histoire;Histoire Sarthe;"Fascicule édité par le comité de propagande touristique de Sablé-sur-Sarthe dans les années 1930.
Illustré de très nombreux dessins de Charles Tranchard, il propose de découvrir : 
- la ville de Sablé - les abbayes Saint Pierre et Sainte Cécile de Solesmes - les vallées de la Sarthe, de l’Evre, de la Taude et de la Vaige - la chapelle du Chêne - la forêt de Malpaire -le vallon de Vautonne - Saulges, son église, sa chapelle et ses grottes.";
Livre;FL 944 62 MAU;Empruntable;Local;Se Souvenir de Mauléon et de son canton;MAUDET Yves;2011;1;;Géographie et Histoire;Histoire Deux-Sèvres;"Édité par ""Geste édition"" dans la collection ""Se souvenir de ..."", ce recueil est un album de photos anciennes des communes du canton de Mauléon (Deux-Sèvres) : La Chapelle-Largeau, Le Temple, Loublande, Moulins, Rorthais, Saint-Aubin-de-Baubigné, La Petite-Boissière, Nueil-les-Aubiers, Le Puy-Saint-Bonnet (aujourd'hui intégré à Cholet - 49), Saint-Amand-sur-Sèvre, Saint-Pierre-des-Échaubrognes et Mauléon.";
Livre;FL 944 62 MAU;Empruntable;Local;Se Souvenir de Mauzé-sur-le-Mignon et de son canton;MAUFFRAY Philippe - BELOT J.-J. - MORISSET J.;2009;1;;Géographie et Histoire;Histoire Deux-Sèvres;"Édité par ""Geste édition"" dans la collection ""Se souvenir de ..."", ce recueil est un album de photos anciennes des communes du canton de Mauzé-sur-le-Mignon : La Rochenard, Le Bourdet, Priaire, Prin-Deyrançon, Saint-Georges-de-Rex, Saint-Hilaire-la-Palud, Usseau et Mauzé-sur-le-Mignon.";
Livre;FL 944 61 LAB;Empruntable;Local;LE CHEVALIER DE SAPINAUD ET LES CHEFS VENDEENS DU CENTRE;LA BOUTETIERE Comte de;1982;1;;Géographie et Histoire;Histoire Vendée;L'auteur, s'appuyant sur des notes, lettres et documents, retrace la vie du Chevalier Sapinaud et autres chefs vendéens pendant les 5 premiers mois de la guerre de Vendée, entre le 10 mars 1793 et le 25 juillet 1793.;
Livre;FL 944 61 BRE;Empruntable;Local;Histoire populaire des guerres de Vendée;BREM Adolphe de;1981;1;;Géographie et Histoire;Histoire Vendée;"Fac-similé de l'édition de 1852 -
Adolphe de Brem transcrit les histoires de la ""Grande Guerre"" qu'il a recueillies lors des veillées dans le bocage vendéen auprès des anciens de cette région, combattants contre l'armée de la République de 1789 à 1815, récits de batailles, de victoires, de misère.";
Livre;FL 944 18 HAU;Empruntable;Local;Recherches historiques sur Montfaucon et ses trois paroisses;HAUTREUX G.;2006;1;;Géographie et Histoire;Histoire Maine et Loire;"Collection : ""Monographie des villes et villages de France"" - 
L'abbé Hautreux fait revivre l'histoire de la ville de Montfaucon (Maine et Loire) depuis les origines (gauloise et romaine) jusqu'au début du XIXe siècle, en passant par la christianisation (Ve siècle), les invasions de Normands (IXe siècle) et l'érection par Foulque Nerra, comte d'Anjou, du château de Montfaucon au Xe siècle. La plus grande partie du fascicule traite des trois paroisses de la ville : Notre-Dame, Saint-Jean et Saint-Jacques.";
Livre;FL 944 61 HER;Empruntable;Local;"Les ""gâs""du bocage vendéen de 1760 à 1960";HÉRAULT Augustin;1962;1;;Géographie et Histoire;Histoire Vendée;L'auteur trace l'évolution de la vie rurale de l'Ancien Régime jusqu'à l'époque moderne (1960) , en insistant sur la guerre de Vendée et son influence sur le monde paysan.;
Livre;FL 944 61 GAB;Empruntable;Local;Les guerres de Vendée;GABORY Emile;1989;1;;Géographie et Histoire;Histoire Vendée;"Ce livre retrace l’embrasement des guerres de Vendée, depuis le soulèvement populaire contre la Révolution en 1793 jusqu’aux derniers épisodes de résistance en 1832, en montrant les causes, les principaux combats et les acteurs des deux camps (chefs vendéens et républicains). 
L’auteur décrit les phases successives du conflit, les stratégies militaires, les victoires et défaites, ainsi que la brutalité des opérations comme celles des colonnes infernales républicaines.";
Livre;FL 944 61 SEC;Empruntable;Local;La guerre de Vendée;SECHER Reynald;1989;1;;Géographie et Histoire;Histoire Vendée;"Ce guide touristique de la collection ""Historia"" est une incitation à mieux connaître les différents épisodes du soulèvement de la Vendée et propose de découvrir les itinéraires de quelques ""Géants"" de cette guerre civile. Itinéraire de Bonchamps : de Saint-Florent-le-Vieil au Loroux-Bottereau. - Itinéraire de Charette : de Clisson à Legé - Itinéraire de La Rochejaquelein : de Saint-Aubain à Saint-Mars-la Réorthe. - Itinéraire de Cathelineau : de Cholet à Chanzeaux.";
Livre;FL 944 081 Pay;Empruntable;Local;1914-1918 en pays thouarsais, la Grande Guerre à hauteur d'homme;DUVAL Yves colonel - LENNE-SERRET Marie-Danièle - COCARD Damien - SAINT-OURS Roseline de - CANTET Nicole - MARQUET Dominique - CESBRON Baptiste - MICHEL-COURTY Philippe;2018;1;;Géographie et Histoire;3e République 1870-1945;« Cet ouvrage retrace le destin des habitants de Thouars et des communes voisines pendant la Première Guerre mondiale, tant sur le front qu’à l’arrière. Il se prolonge par une partie dédiée aux conséquences de la guerre sur ce même territoire. Grâce aux archives locales, publiques et privées, les auteurs font revivre avec une grande précision et une forte humanité le quotidien de toute une population dans la tourmente de la guerre : les poilus au front et leurs batailles, les familles à l’arrière et leur quotidien. Politique, éducation, économie, faits divers…, toutes les thématiques sont abordées dans cet ouvrage incontournable pour la compréhension de l’histoire du Pays thouarsais. Richement illustré, avec parfois des clichés inédits, ce livre a bénéficié des fonds photographiques du Musée Henri-Barré de Thouars. »;
Livre;929 6 DUS;Empruntable;Autre;Blasons et corporations : au XXIe siècle faites vous-même le blason de votre famille, de votre profession, de votre club, de votre école ou de votre ville...;DUSSERRE Jean-Claude;2000;1;;Géographie et Histoire;Généalogie Héraldique;Grâce au nombre d'illustrations de différents blasons et corporations, ce guide permet de réaliser soi-même son propre blason tout en gardant l'esprit historique. Très attractif pour les débutants comme pour les héraldistes confirmés. Contient 390 blasons dont 190 de corporation.;
Livre;929 1 POU;Empruntable;Autre;La Généalogie Comment? Pourquoi?;POUYÉ Bernard;1982;1;;Géographie et Histoire;Généalogie;"Ce guide de la collection ""Formation Humaine"" donne les conseils de base pour une étude généalogique, comment s'y retrouver dans les dates, dans les décalages des générations, dans les incohérences chronologiques. Il expose les sources : état-civil, actes notariés, archives d'Enregistrement, judiciaires, militaires, religieuses, de l'Assistance publique, d'Outre-Mer. Il propose des méthodes de mise en ordre et d'exploitation des renseignements : tableaux, numération, fiches, implexes...";
Livre;929 3 BER;Empruntable;Autre;GUIDE DES RECHERCHES SUR L'HISTOIRE DES FAMILLES;BERNARD Gildas;1988;1;;Géographie et Histoire;Généalogie sources généalogiques;Émit par les Archives nationales, le guide établit un relevé des différentes catégories de documents qui permettent de mener des recherches généalogiques et biographiques en France en indiquant où ces documents se trouvent et comment y avoir accès : Registres paroissiaux et État civil, fonds notariaux, de l'Enregistrement et des Hypothèques, recensements et listes électorales, archives militaires, archives des tribunaux et de la police, archives culturelles, officiers, fonctionnaires, artistes, intellectuels, personnel médical, noblesse, sceaux et armoiries, archives familiales, d'entreprises, d'associations, Archives nationales, départementales, communales, Archives de Paris et de l'ancien département de la Seine, Archives d'Alsace, de Savoie, de Nice, de Corse, de Flandres et de Hainaut, d'Outre-mer, Archives des Affaires étrangères, Bibliothèque nationale.;
Livre;929 6 BEA;Empruntable;Autre;L'ORIGINE DU BLASON ET EN PARTICULIER SUR LA FLEUR DE LYS;BEAUMONT Adalbert de;1989;2;;Géographie et Histoire;Généalogie Héraldique;Ce livre est une réimpression, augmentée d'une présentation et d'une annexe, de l'édition d'A. Leleux, Paris, 1853. - Selon l'auteur, c'est à l'imitation des Arabes et des Persans que la chevalerie, les tournois, les blasons ont été adoptés en France. Les lois du Blason s'établirent dans notre pays après la première croisade, sous le règne de Louis VII et de Philippe Auguste, et la fleur de lys devint l'armoirie des rois de France. Une importante iconographie complète cet ouvrage sur l'art du blason.;
Livre;929 6 JOU;Empruntable;Autre;Nouveau guide de l'héraldique;JOUBERT Pierre;1984;1;;Géographie et Histoire;Généalogie Héraldique;"« C'est sur les champs de bataille du haut Moyen Âge que l'art héraldique a pris naissance. Il fut l'apanage des premiers seigneurs qui transmirent leurs emblèmes à leur terroir et à leur descendance, mais n'en gardèrent pas le privilège.
Les villes, en se libérant de leur tutelle, prirent des armes originales ; les corporations en firent autant ainsi qu'un grand nombre de familles bourgeoises. Les premiers blasons étaient tout à fait simples. La complication vint des alliances de familles, des apports de terroirs, des filiations multiples. »";
Livre;944 033 DEP;Empruntable;Autre;Guerre Des Camisards;DEPARCIEUX Antoine;????;?;;Géographie et Histoire;Louis XIV, 1643-1715;"Réédition intégrale du livre de 1905 - Deux livres composent cet ouvrage.
-« La monographie de Peyremale » est consacré à une étude comprise entre 1597 et 1897 dans le village cévenol de Peyremale où l’abbé Ernest Durand trace le portrait de sa paroisse et de ses ouailles. De nombreux habitants adhèrent à la Religion réformée, refusent la reconversion, et pendant la guerre des Camisards se révoltent contre les soldats du Roi. Ils subissent les fluctuations des décisions royales à leur encontre jusqu’à la Révolution.
-« Antoine Deparcieux » (1703-1768) est né à Peyremale, est élève des Jésuites à Lyon, puis à Paris il réalise avec succès ses premiers travaux scientifiques. Il est reçu à la Société Royale des Sciences de Montpellier en 1741. Mathématicien renommé, il améliore la Mécanique, la Physique, l’Hydrographie, il est l’auteur des « Tables de Mortalité. »";
Livre;B/944 082 ROG;Empruntable;Autre;Vivre C'Est Vaincre : J'Ai Été Témoin De L'Holocauste;ROGERIE André;1988;2;;Géographie et Histoire;Autobiographie ou Biographie 4e République 1945-1958;André Rogerie a 21 ans en 1943 quand il prépare l’examen de Saint Cyr. C’est alors qu’il décide de rejoindre la France Libre du général de Gaulle par l’Espagne. Mais arrêté à Dax, il est interné dans différentes prisons françaises et finalement déporté, fin octobre 1943, dans les camps de Buchenwald, puis Dora, Lublin et finalement à Auschwitz-Birkenau. De là, début 1945, il fait les marches de la mort, il passe ainsi par de nouveaux camps : Groß-Rosen, Nordhausen, à nouveau Dora. Enfin Harzungen, d’où il s’évade en avril 1945 dans la région de Magdebourg pour trouver refuge parmi des prisonniers de guerre français. Deux mois plus tard, il est rapatrié et, de mémoire, il se met à rédiger ce témoignage « J’ai été témoin de la Shoah » qu’il publie à compte d’auteur. En 1988, réagissant aux allégations des négationnistes sur le génocide des Juifs, ce catholique pratiquant et général de l’armée française réédite son ouvrage.;
Livre;FL 903 AUG;Empruntable;Local;Vendéens Et Républicains Dans La Guerre De Vendée TOME 1;AUGRIS Frédéric;1993;1;I;Géographie et Histoire;Dictionnaires, encyclopédies, concordances;Notices biographiques de vendéens et de républicains, célèbres ou inconnus, qui se sont illustrés entre 1793 et 1796.;
Livre;FL 914 46 BIL;Empruntable;Local;Guide Historique Et Touristique De La Vendée Militaire;BILLAUD A;1968;4;;Géographie et Histoire;Géographie Ouest de la France / Région Poitou-Charentes;Géographie et Histoire des communes de la Vendée militaire.;
Livre;FL 914 46 CRE;Empruntable;Local;Histoire Des Généraux Et Chefs Vendéens;CRETINEAU-JOLY Jacques;????;?;;Géographie et Histoire;Géographie Ouest de la France / Région Poitou-Charentes;"Réimpression de l’édition de 1838
 « Mars 1793. Le peuple se soulève en Bretagne, en Anjou et dans le Poitou. Sept cents communes refusent les lois de la République. Cent mille paysans prennent les armes contre la Convention régicide et anti-religieuse. C’est « la Grande Guerre » des Vendéens.
Des paysans et des officiers entrent dans l’Histoire"" : 
Cathelineau, Henri et Louis de La Rochejaquelein, Charette, Bonchamps, Stofflet, D’Elbée, Lescure, Talmont, Marigny, l’abbé Bernier, Georges Cadoudal, Frotté…
Des généraux et chefs divisionnaires : 
Royrand, Cadi, Sapinaud, Forestier, Donissan, Soyer, Piron de La Varenne, Joly, Suzannet, Ludovic de Charrette, Sombreuil, Dupérat…";
Livre;FL 914 46 POI;Empruntable;Local;Histoire Des Communes des Deux-Sèvres: Val De Sèvre et Pays Menigoutais - Saint-Maixent-l'École - Champdeniers - Ménigoute - La Mothe-Saint-Héray;POIGNAT Maurice;1982;1;;Géographie et Histoire;Géographie Ouest de la France / Région Poitou-Charentes;Canton de Saint-Maixent-l'École : Saint-Maixent-l'École, Augé, Azay-le-Brûlé, Chavagné, Cherveux, La Crêche, Exireuil, François, Nanteuil, Romans, Saint-Éanne, Sainte-Néomaye, Saint-Martin-de-Saint-Maixent, Saivres, Souvigné - Canton de Champdeniers : Champddeniers, Champeaux, La Chapelle-Bâton, Cours, Germond, Pamplie, Rouvre, Saint-Christophe-sur-Roc, Saint-Denis, Sainte-Ouenne, Surin, Xaintray - Canton de Ménigoute : Ménigoute, Chantecorps, Coutières, Les Forges, Reffanes, Saint-Germier, Saint-Martin-du-Fouilloux, Vasles, Vausseroux, Vautebis - Canton de La Mothe-Saint-Héray : La Mothe-Saint-Héray, Avon, Bougon, La Couarde, Exoudun, Pamproux, Salles, Soudan.;
Livre;FL 914 46 POI;Empruntable;Local;Histoire des Communes Des Deux-Sévres : Le Pays Du Bocage - Bressuire - Cerizay - Mauléon - Moncoutant;POIGNAT Maurice;1981;1;;Géographie et Histoire;Géographie Ouest de la France / Région Poitou-Charentes;Canton de Bressuire : Bressuire, Beaulieu-sous-Bressuire, Boismé, Chambroutet, Chiché, Clazay, Faye-l'Abbesse, Noirlieu, Saint-Porchaire, Saint-Sauveur-de-Givre-en-Mai, Terves - Canton de Cerizay : Cerizay, Brétignolles, Cirières, Combrand, Courlay, La Forêt-sur-Sèvre, Montigny, Montravers, Le Pin, La Ronde, Saint-André-sur-Sèvre, Saint-Jouin-de-Milly, Saint-Marsault - Canton de Mauléon : Mauléon, Les Aubiers, La Chapelle-Largeau, Loublande, Moulins, Nueil-sur-Argent, La Petite-Boissière, Rorthais, Saint-Amand-sur-Sèvre, Saint-Jouin-sous-Châtillon, Saint-Aubin-de-Baubigné, Saint-Pierre-des-Échaubrognes, Le Temple - Canton de Moncoutant : Moncoutant, L'Absie, Le Breuil-Bernard, Chanteloup, La Chapelle-Saint-Étienne, La Chapelle-Saint-Laurent, Clessé, Largeasse, Les Moutiers-sous-Chantemerle, Pugny, Saint-Paul-en-Gâtine, Trayes.;
Livre;FL 914 46 POI;Empruntable;Local;Histoire des Communes des Deux-Sèvres : Le Pays de Gâtine - Mazières - Secondigny - Thénezay;POIGNAT Maurice;1984;1;;Géographie et Histoire;Géographie Ouest de la France / Région Poitou-Charentes;Canton de Mazières-en-Gatine : Mazières-en-Gatine, Beaulieu-sous-Parthenay, La Boissière-en-Gâtine, Clavé, Les Groseilliers, Saint-Georges-de-Noisné, Saint-Lin, Saint-Marc-la-Lande, Saint-Pardoux-en-Gâtine, Soutiers, Verruyes, Vouhé - Canton de Secondigny : Secondigny-en-Gâtine, Allonne, Azay-sur-Thouet, Neuvy-Bouin, Pougne-Hérisson, Le Rétail, Saint-Aubin-le-Cloud, Vernoux-en-Gâtine - Canton de Thénezay : Thénezay, Aubigny, Doux, La Ferrière, Lhoumois, Oroux, La Peyratte, Pressigny, Saurais.;
Livre;FL 914 46 POI;Empruntable;Local;Histoire des Communes des Deux-Sévres : Le Pays Thouarsais - Thouars - Argenton-Château - Airvault - St-Varent;POIGNAT Maurice;1985;1;;Géographie et Histoire;Géographie Ouest de la France / Région Poitou-Charentes;Canton de Thouars : Thouars, Bagneux, Bilazais, Brie, Brion-près-Thouet, Louzy, Maulais, Mauzé-Thouarsais, Missé, Noizé, Oiron, Pas-de-Jeu, Rigné, Saint-Cyr-la-Lande, Saint-Jacques-de-Thouars, Saint-Jean-de-Thouars, Saint-Léger-de-Montbrun, Saint-Martin-de-Macon, Saint-Martin-de-Sanzay, Sainte-Radégonde, Sainte-Verge, Taizé, Tourtenay - Canton d'Argenton-Château : Argenton-Château, Argenton-l'Église, Boësse, Bouillé-Loretz, Bouillé-Saint-Paul, Breuil-sous-Argenton, Cersay, La Coudre, Étusson, Genneton, Massais, Moutiers-sous-Argenton, Saint-Aubin-du-Plain, Saint-Clémentin, Saint-Maurice-la-Fougereuse, Saint-Pierre-à-Champs, Sanzay, Ulcot, Voutegon - Canton d'Airvault : Airvault, Availles-Thouarsais, Borcq-sur-Airvault, Boussais, Irais, Marnes, Saint-Généroux,, Saint-Jouin-de-Marnes, Soulièvres - Canton de Saint-Varent : Saint-Varent, La Chapelle-Gaudin, Coulonges-Thouarsais, Geay, Glénay, Luché-Thouarsais, Luzay, Pierrefitte, Sainte-Gemme - Biographies Thouarsaises.;
Livre;FL 914 46 POI;Empruntable;Local;Histoire Des Communes Des Deux-Sévres : Le Pays Mellois - Brioux-sur-Boutonne - Celles-sur-Belle - Chef-Boutonne - Lezay - Melle - Sauzé-Vaussais;POIGNAT Maurice;1982;1;;Géographie et Histoire;Géographie Ouest de la France / Région Poitou-Charentes;Canton de Brioux-sur-Boutonne : Chizé, Périgné, Secondigné-sur-Belle, Vernoux-sur-Boutonne, etc. - Canton de Celles-sur-Belle : Aigonnay, Beaussais, Fressines, Mougon, Prailles, Thorigné, Verrines-sous-Celles, etc. - Canton de Chef-Boutonne : Couture-d'Argenson, Fontenilles, Saint-Martin-d'Entraigues, Gournay, Loizé, Loubigné, Loubillé, etc. Canton de Lezay : Chenay, Chey, Rom, Saint-Coutant, Sainte-Soline, Sepvret, etc. - Canton de Melle : Chail, Maisonnais, Paizay-le-Tort, Saint-Léger-de-La-Martinière, Saint-Martin-lès-Melle, Saint-Romans-lès-Melle, Sompt, etc. - Canton Sauzé-Vaussais : Les Alleuds, Caunay, Clussais-la-Pommeraie, Limalonges, Mairé-Levescault, Melleran, Pliboux, Pers.;
Livre;FL 914 462 MER;Empruntable;Local;LA FORMATION TERRITORIALE DU DEPARTEMENT DES DEUX-SEVRES;MERLE Louis;1990;2;;Géographie et Histoire;Géographie Deux-Sèvres;"Réimpression de l'édtion originale de 1938.
Ouvrage retraçant l'histoire de la formation territoriale du département des Deux-Sèvres de 1790 jusqu'aux années 1930. 
In-""Mémoires de la Société Historique et Scientifique des Deux-Sèvres"".";
Livre;FL 944 62 POI;Empruntable;Local;LES DEUX-SÈVRES AUTREFOIS - De 1850 À 1914;POIGNAT Maurice - BERNIER Michel;1989;1;;Géographie et Histoire;Histoire Deux-Sèvres;"Collection « Vie quotidienne autrefois » - Les deux cents documents et photographies sélectionnés par Maurice Poignat et Michel Bernier apportent un témoignage sur la vie quotidienne en Deux-Sèvres de 1850 à 1915.
Les auteurs restituent la ruralité du département : les races animales réputées, les techniques agricoles, les foires et marchés, les métiers.
Ils rendent compte des mentalités traditionnelles : les épousailles et les tâches ménagères, les coiffes et les costumes, la religion et la politique.
La dernière partie de l'ouvrage concerne l'ouverture sur le monde extérieur : les moyens de communication, les laiteries-beurreries, les industries, l'école de la République, les arts et les lettres, le théâtre et le cinématographe.";
Livre;FL 920 CAL;Empruntable;Local;Pierre-Théophile Segretain;CALLAIS Chantal;2010;1;;Géographie et Histoire;Biographies générales Généalogie;«Le cas de Segretain, par le truchement du dépouillement des enquêtes menées par de nombreux préfets au long du siècle sur leurs services des bâtiments civils, conduit à la comparaison sur l'ensemble du territoire français des statuts des « architectes du gouvernement » en province, permettant d'identifier les variations et les points communs pendant le XIXe siècle entre les services départementaux des bâtiments civils, confiés à la collectivité locale sous le contrôle de plus en plus lointain du pouvoir central.»;
Livre;FL 929 1 SOU;Empruntable;Local;Guide De Généalogie En Anjou Et Poitou-Charente-Vendée;SOULARD Isabelle;2005;1;;Géographie et Histoire;Généalogie;Outil indispensable pour les passionnés de généalogie régionale, ce guide permet de retrouver ses ancêtres originaires des Charentes, Deux-Sèvres, Vienne, Maine-et-Loire ou Vendée.;
Livre;FL 940 27 DEL;Empruntable;Local;Sur Les Routes D'Europe Avec Napoléon : Histoires De Grognards;DELENNE Laurent;2021;1;;Géographie et Histoire;Histoire générale de l'Europe, l'Europe de l'Ouest Epoque Napoléoniènne 1789-1815;« Fiers de servir l’Empereur ou désabusés par le rêve évanoui, fraudeurs incorrigibles ou déserteurs involontaires, épargnés par les combats mais frappés par les coups du sort, perdus sur les champs de bataille et de retour des années après... Il y a plus de deux siècles, des milliers de jeunes Français partaient sur les routes d’Europe pour, à la suite de Napoléon, porter aux peuples conquis les idéaux impériaux. Beaucoup ne revinrent pas... Simples cultivateurs ou artisans pour la plupart, ces conscrits de l’Empire nous ont légué des lettres, souvent les seuls souvenirs conservés d’eux par leurs familles. Une correspondance qui nous en dit long sur leurs motivations et leur vie quotidienne faite de longues marches et de privations dans des pays souvent hostiles. Certains ont tenté d’y échapper. Ceux qui en sont revenus ont repris une vie aussi normale que possible mais ont aussi bien souvent attendu une reconnaissance hypothétique. Les lettres et autres documents concernant ces grognards des Deux-Sèvres, du Sud et de l’Est de la Vendée nous permettent de toucher du doigt ces soldats dont aucun portrait n’est resté mais qui, à leur lecture, nous paraissent pourtant si familiers.»;
Livre;FL 940 547 2 FIL;Empruntable;Local;Jusqu'Au Bout De La Résistance;FILLAIRE Berand;1997;1;;Géographie et Histoire;Histoire générale de l'Europe, l'Europe de l'Ouest - Camps d'internement et de concentration;"« Cinquante ans après la libération des camps, la mémoire du monde concentrationnaire s'est fondue dans une sorte de halo. Qui connaît l'incroyable diversité de la déportation, les sept cent cinquante kommandos attachés aux camps d'élimination, l'organisation interne, le mélange de dix-sept nationalités, l'abîme qui pouvait exister entre les sans-grade et les privilégiés ? Il manquait le livre des Déportés-Résistants. Car si la déportation n'a été un choix pour personne, avant la déportation il y a eu, pour quarante mille Français, le choix de la Résistance. Ces hommes et ces femmes qui ont dit "" non "" jusqu'au bout prennent aujourd'hui la parole, avec leur cortège de blessures et de souvenirs. Ils apportent leur pierre à l'édifice commun de la mémoire nationale. Et nous transmettent, avec sagesse et simplicité, une inestimable leçon de vie.»";
Livre;FL 940 547 2 ROP;Empruntable;Local;Histoire D'Un Déporté;ROPIQUET Pierre;2002;1;;Géographie et Histoire;Histoire générale de l'Europe, l'Europe de l'Ouest - Camps d'internement et de concentration;Maryline Renaud écrit ici le témoignage de Pierre Ropiquet déporté à Dachau en 1944 pour qu'à jamais son nom reste gravé dans nos mémoires et que ce drame n'ait pas été vécu en vain.;
Livre;FL 944 04 LEN;Empruntable;Local;La Révolution Par Ceux Qui L'Ont Vue;LENOTRE G.;1989;1;;Géographie et Histoire;Révolution de 1789;"« Voici 37 histoires et portraits de personnages, illustres ou inconnus, qui ont été au coeur de la tourmente révolutionnaire. Dans ces récits, G. Lenotre fait revivre l'histoire de l'intérieur, décrivant le quotidien ainsi que mille et un détails des acteurs ou des victimes de la ""grande histoire"" en ces temps troublés de la Révolution. Par ces récits, il nous fait comprendre que tous ces gens, aujourd'hui égaux par-delà le tombeau, étaient des êtres humains, pétris d'idéaux et de passions, mais aussi de bassesses et d'ambitions, certains aveuglés par une idéologie qui a fini par en broyer un grand nombre.»";
Livre;FL 944 04 LUE;Empruntable;Local;Moi, Grignon ! Général de colonne infernale;LUIEL Richard;2021;1;;Géographie et Histoire;Révolution de 1789;""" Mémoire sur le général républicain Louis Grignon, sans contexte, l'un des plus célèbres criminels de guerre de l'époque révolutionnaire.""";
